GroupName,ChartName,point_time,point_val,Matching,Lot No,Inspector,Equipment
PART-B01,Roughness,2025/01/09 00:00,0.808,VendorJP,L033,ENG2,EQP-03
PART-B01,Roughness,2025/01/09 06:00,0.7289,VendorJP,L034,ENG3,EQP-03
PART-B01,Roughness,2025/01/09 12:00,0.7588,VendorJP,L035,ENG2,EQP-01
PART-B01,Roughness,2025/01/09 18:00,0.7343,VendorJP,L036,ENG3,EQP-02
PART-B01,Roughness,2025/01/10 00:00,0.7836,VendorJP,L037,ENG3,EQP-01
PART-B01,Roughness,2025/01/10 06:00,0.8082,VendorJP,L038,ENG3,EQP-03
PART-B01,Roughness,2025/01/10 12:00,0.7245,VendorJP,L039,ENG3,EQP-04
PART-B01,Roughness,2025/01/10 18:00,0.8034,VendorJP,L040,ENG3,EQP-01
PART-B01,Roughness,2025/01/11 00:00,0.7334,VendorJP,L041,ENG3,EQP-01
PART-B01,Roughness,2025/01/11 06:00,0.7762,VendorJP,L042,ENG2,EQP-03
PART-B01,Roughness,2025/01/11 12:00,0.7422,VendorJP,L043,ENG3,EQP-01
PART-B01,Roughness,2025/01/11 18:00,0.815,VendorJP,L044,ENG2,EQP-03
PART-B01,Roughness,2025/01/12 00:00,0.9148,VendorJP,L045,ENG2,EQP-01
PART-B01,Roughness,2025/01/12 06:00,0.8297,VendorJP,L046,ENG1,EQP-01
PART-B01,Roughness,2025/01/12 12:00,0.8526,VendorJP,L047,ENG3,EQP-01
PART-B01,Roughness,2025/01/12 18:00,0.8725,VendorJP,L048,ENG2,EQP-03
PART-B01,Roughness,2025/01/13 00:00,0.8066,VendorJP,L049,ENG1,EQP-04
PART-B01,Roughness,2025/01/13 06:00,0.7891,VendorJP,L050,ENG1,EQP-03
PART-B01,Roughness,2025/01/13 12:00,0.8578,VendorJP,L051,ENG2,EQP-03
PART-B01,Roughness,2025/01/13 18:00,0.7316,VendorJP,L052,ENG3,EQP-04
PART-B01,Roughness,2025/01/14 00:00,0.8556,VendorJP,L053,ENG1,EQP-02
PART-B01,Roughness,2025/01/14 06:00,0.7821,VendorJP,L054,ENG3,EQP-01
PART-B01,Roughness,2025/01/14 12:00,0.7845,VendorJP,L055,ENG1,EQP-01
PART-B01,Roughness,2025/01/14 18:00,0.859,VendorJP,L056,ENG3,EQP-04
PART-B01,Roughness,2025/01/15 00:00,0.7553,VendorJP,L057,ENG1,EQP-03
PART-B01,Roughness,2025/01/15 06:00,0.8078,VendorJP,L058,ENG1,EQP-01
PART-B01,Roughness,2025/01/15 12:00,0.8065,VendorJP,L059,ENG1,EQP-02
PART-B01,Roughness,2025/01/15 18:00,0.7439,VendorJP,L060,ENG3,EQP-04
PART-B01,Roughness,2025/01/01 00:00,0.8603,VendorKR,L001,ENG1,EQP-02
PART-B01,Roughness,2025/01/01 06:00,0.8108,VendorKR,L002,ENG1,EQP-01
PART-B01,Roughness,2025/01/01 12:00,0.8401,VendorKR,L003,ENG1,EQP-04
PART-B01,Roughness,2025/01/01 18:00,0.7987,VendorKR,L004,ENG3,EQP-02
PART-B01,Roughness,2025/01/02 00:00,0.8295,VendorKR,L005,ENG2,EQP-02
PART-B01,Roughness,2025/01/02 06:00,0.9311,VendorKR,L006,ENG2,EQP-02
PART-B01,Roughness,2025/01/02 12:00,0.8166,VendorKR,L007,ENG1,EQP-01
PART-B01,Roughness,2025/01/02 18:00,0.8634,VendorKR,L008,ENG1,EQP-01
PART-B01,Roughness,2025/01/03 00:00,0.8944,VendorKR,L009,ENG1,EQP-02
PART-B01,Roughness,2025/01/03 06:00,0.8656,VendorKR,L010,ENG2,EQP-03
PART-B01,Roughness,2025/01/03 12:00,0.8035,VendorKR,L011,ENG3,EQP-02
PART-B01,Roughness,2025/01/03 18:00,0.8145,VendorKR,L012,ENG2,EQP-03
PART-B01,Roughness,2025/01/04 00:00,0.8018,VendorKR,L013,ENG2,EQP-02
PART-B01,Roughness,2025/01/04 06:00,0.7267,VendorKR,L014,ENG3,EQP-04
PART-B01,Roughness,2025/01/04 12:00,0.7529,VendorKR,L015,ENG2,EQP-04
PART-B01,Roughness,2025/01/04 18:00,0.8458,VendorKR,L016,ENG1,EQP-01
PART-B01,Roughness,2025/01/05 00:00,0.7791,VendorKR,L017,ENG3,EQP-01
PART-B01,Roughness,2025/01/05 06:00,0.7517,VendorKR,L018,ENG2,EQP-03
PART-B01,Roughness,2025/01/05 12:00,0.866,VendorKR,L019,ENG1,EQP-03
PART-B01,Roughness,2025/01/05 18:00,0.8485,VendorKR,L020,ENG1,EQP-01
PART-B01,Roughness,2025/01/06 00:00,0.8194,VendorKR,L021,ENG2,EQP-01
PART-B01,Roughness,2025/01/06 06:00,0.8341,VendorKR,L022,ENG1,EQP-04
PART-B01,Roughness,2025/01/06 12:00,0.8246,VendorKR,L023,ENG3,EQP-04
PART-B01,Roughness,2025/01/06 18:00,0.8962,VendorKR,L024,ENG2,EQP-04
PART-B01,Roughness,2025/01/07 00:00,0.703,VendorKR,L025,ENG2,EQP-04
PART-B01,Roughness,2025/01/07 06:00,0.7795,VendorKR,L026,ENG3,EQP-04
PART-B01,Roughness,2025/01/07 12:00,0.7225,VendorKR,L027,ENG1,EQP-03
PART-B01,Roughness,2025/01/07 18:00,0.8085,VendorKR,L028,ENG2,EQP-03
PART-B01,Roughness,2025/01/08 00:00,0.8797,VendorKR,L029,ENG1,EQP-04
PART-B01,Roughness,2025/01/08 06:00,0.8764,VendorKR,L030,ENG2,EQP-01
PART-B01,Roughness,2025/01/08 12:00,0.7966,VendorKR,L031,ENG2,EQP-02
PART-B01,Roughness,2025/01/08 18:00,0.7581,VendorKR,L032,ENG1,EQP-02
PART-B01,Roughness,2025/01/09 00:00,0.8125,VendorKR,L033,ENG3,EQP-03
PART-B01,Roughness,2025/01/09 06:00,0.8771,VendorKR,L034,ENG3,EQP-01
PART-B01,Roughness,2025/01/09 12:00,0.789,VendorKR,L035,ENG2,EQP-03
PART-B01,Roughness,2025/01/09 18:00,0.8171,VendorKR,L036,ENG3,EQP-02
PART-B01,Roughness,2025/01/10 00:00,0.87,VendorKR,L037,ENG1,EQP-04
PART-B01,Roughness,2025/01/10 06:00,0.8681,VendorKR,L038,ENG1,EQP-04
PART-B01,Roughness,2025/01/10 12:00,0.6993,VendorKR,L039,ENG3,EQP-01
PART-B01,Roughness,2025/01/10 18:00,0.8493,VendorKR,L040,ENG1,EQP-02
PART-B01,Roughness,2025/01/11 00:00,0.8445,VendorKR,L041,ENG2,EQP-04
PART-B01,Roughness,2025/01/11 06:00,0.8152,VendorKR,L042,ENG2,EQP-04
PART-B01,Roughness,2025/01/11 12:00,0.863,VendorKR,L043,ENG2,EQP-04
PART-B01,Roughness,2025/01/11 18:00,0.7304,VendorKR,L044,ENG2,EQP-03
PART-B01,Roughness,2025/01/12 00:00,0.7491,VendorKR,L045,ENG3,EQP-04
PART-B01,Roughness,2025/01/12 06:00,0.8157,VendorKR,L046,ENG1,EQP-01
PART-B01,Roughness,2025/01/12 12:00,0.8023,VendorKR,L047,ENG1,EQP-01
PART-B01,Roughness,2025/01/12 18:00,0.8404,VendorKR,L048,ENG3,EQP-02
PART-B01,Roughness,2025/01/13 00:00,0.7725,VendorKR,L049,ENG3,EQP-03
PART-B01,Roughness,2025/01/13 06:00,0.7545,VendorKR,L050,ENG1,EQP-03
PART-B01,Roughness,2025/01/13 12:00,0.7961,VendorKR,L051,ENG1,EQP-02
PART-B01,Roughness,2025/01/13 18:00,0.7584,VendorKR,L052,ENG1,EQP-02
PART-B01,Roughness,2025/01/14 00:00,0.777,VendorKR,L053,ENG1,EQP-01
PART-B01,Roughness,2025/01/14 06:00,0.7903,VendorKR,L054,ENG2,EQP-04
PART-B01,Roughness,2025/01/14 12:00,0.8118,VendorKR,L055,ENG3,EQP-02
PART-B01,Roughness,2025/01/14 18:00,0.8979,VendorKR,L056,ENG3,EQP-01
PART-B01,Roughness,2025/01/15 00:00,0.7918,VendorKR,L057,ENG2,EQP-03
PART-B01,Roughness,2025/01/15 06:00,0.8074,VendorKR,L058,ENG2,EQP-03
PART-B01,Roughness,2025/01/15 12:00,0.8592,VendorKR,L059,ENG2,EQP-04
PART-B01,Roughness,2025/01/15 18:00,0.9035,VendorKR,L060,ENG3,EQP-01
