GroupName,ChartName,point_time,point_val,Matching,Lot No,Inspector,Equipment
PART-A01,Roughness,2025/01/01 12:00,0.7946,VendorJP,L003,ENG2,EQP-03
PART-A01,Roughness,2025/01/01 18:00,0.8246,VendorJP,L004,ENG3,EQP-02
PART-A01,Roughness,2025/01/02 00:00,0.8559,VendorJP,L005,ENG2,EQP-01
PART-A01,Roughness,2025/01/02 06:00,0.7061,VendorJP,L006,ENG3,EQP-04
PART-A01,Roughness,2025/01/02 12:00,0.8939,VendorJP,L007,ENG2,EQP-02
PART-A01,Roughness,2025/01/02 18:00,0.7674,VendorJP,L008,ENG2,EQP-01
PART-A01,Roughness,2025/01/03 00:00,0.8167,VendorJP,L009,ENG2,EQP-02
PART-A01,Roughness,2025/01/03 06:00,0.7615,VendorJP,L010,ENG2,EQP-02
PART-A01,Roughness,2025/01/03 12:00,0.8293,VendorJP,L011,ENG3,EQP-02
PART-A01,Roughness,2025/01/03 18:00,0.7967,VendorJP,L012,ENG3,EQP-01
PART-A01,Roughness,2025/01/04 00:00,0.8016,VendorJP,L013,ENG2,EQP-04
PART-A01,Roughness,2025/01/04 06:00,0.7534,VendorJP,L014,ENG1,EQP-01
PART-A01,Roughness,2025/01/04 12:00,0.8194,VendorJP,L015,ENG2,EQP-03
PART-A01,Roughness,2025/01/04 18:00,0.8231,VendorJP,L016,ENG1,EQP-02
PART-A01,Roughness,2025/01/05 00:00,0.8372,VendorJP,L017,ENG3,EQP-02
PART-A01,Roughness,2025/01/05 06:00,0.8693,VendorJP,L018,ENG3,EQP-01
PART-A01,Roughness,2025/01/05 12:00,0.794,VendorJP,L019,ENG1,EQP-04
PART-A01,Roughness,2025/01/05 18:00,0.7627,VendorJP,L020,ENG3,EQP-02
PART-A01,Roughness,2025/01/06 00:00,0.7809,VendorJP,L021,ENG2,EQP-01
PART-A01,Roughness,2025/01/06 06:00,0.8527,VendorJP,L022,ENG2,EQP-01
PART-A01,Roughness,2025/01/06 12:00,0.7927,VendorJP,L023,ENG2,EQP-02
PART-A01,Roughness,2025/01/06 18:00,0.8505,VendorJP,L024,ENG3,EQP-03
PART-A01,Roughness,2025/01/07 00:00,0.8322,VendorJP,L025,ENG2,EQP-03
PART-A01,Roughness,2025/01/07 06:00,0.8446,VendorJP,L026,ENG3,EQP-02
PART-A01,Roughness,2025/01/07 12:00,0.7085,VendorJP,L027,ENG2,EQP-04
PART-A01,Roughness,2025/01/07 18:00,0.8165,VendorJP,L028,ENG2,EQP-02
PART-A01,Roughness,2025/01/08 00:00,0.7372,VendorJP,L029,ENG2,EQP-04
PART-A01,Roughness,2025/01/08 06:00,0.8178,VendorJP,L030,ENG1,EQP-01
PART-A01,Roughness,2025/01/08 12:00,0.9253,VendorJP,L031,ENG1,EQP-03
PART-A01,Roughness,2025/01/08 18:00,0.7334,VendorJP,L032,ENG2,EQP-01
PART-A01,Roughness,2025/01/09 00:00,0.8665,VendorJP,L033,ENG2,EQP-03
PART-A01,Roughness,2025/01/09 06:00,0.7481,VendorJP,L034,ENG1,EQP-03
PART-A01,Roughness,2025/01/09 12:00,0.7617,VendorJP,L035,ENG2,EQP-01
PART-A01,Roughness,2025/01/09 18:00,0.8111,VendorJP,L036,ENG1,EQP-03
PART-A01,Roughness,2025/01/10 00:00,0.7919,VendorJP,L037,ENG2,EQP-03
PART-A01,Roughness,2025/01/10 06:00,0.8088,VendorJP,L038,ENG3,EQP-02
PART-A01,Roughness,2025/01/10 12:00,0.7436,VendorJP,L039,ENG1,EQP-03
PART-A01,Roughness,2025/01/10 18:00,0.7382,VendorJP,L040,ENG3,EQP-03
PART-A01,Roughness,2025/01/11 00:00,0.7639,VendorJP,L041,ENG2,EQP-01
PART-A01,Roughness,2025/01/11 06:00,0.8438,VendorJP,L042,ENG1,EQP-01
PART-A01,Roughness,2025/01/11 12:00,0.8394,VendorJP,L043,ENG1,EQP-04
PART-A01,Roughness,2025/01/11 18:00,0.8315,VendorJP,L044,ENG2,EQP-02
PART-A01,Roughness,2025/01/12 00:00,0.8224,VendorJP,L045,ENG3,EQP-01
PART-A01,Roughness,2025/01/12 06:00,0.7991,VendorJP,L046,ENG1,EQP-03
PART-A01,Roughness,2025/01/12 12:00,0.8596,VendorJP,L047,ENG2,EQP-04
PART-A01,Roughness,2025/01/12 18:00,0.7727,VendorJP,L048,ENG3,EQP-03
PART-A01,Roughness,2025/01/13 00:00,0.7958,VendorJP,L049,ENG2,EQP-03
PART-A01,Roughness,2025/01/13 06:00,0.686,VendorJP,L050,ENG3,EQP-04
PART-A01,Roughness,2025/01/13 12:00,0.7636,VendorJP,L051,ENG2,EQP-01
PART-A01,Roughness,2025/01/13 18:00,0.8527,VendorJP,L052,ENG3,EQP-04
PART-A01,Roughness,2025/01/14 00:00,0.7672,VendorJP,L053,ENG3,EQP-01
PART-A01,Roughness,2025/01/14 06:00,0.8525,VendorJP,L054,ENG2,EQP-01
PART-A01,Roughness,2025/01/14 12:00,0.7995,VendorJP,L055,ENG2,EQP-01
PART-A01,Roughness,2025/01/14 18:00,0.7455,VendorJP,L056,ENG1,EQP-01
PART-A01,Roughness,2025/01/15 00:00,0.8497,VendorJP,L057,ENG2,EQP-04
PART-A01,Roughness,2025/01/15 06:00,0.781,VendorJP,L058,ENG1,EQP-02
PART-A01,Roughness,2025/01/15 12:00,0.7265,VendorJP,L059,ENG1,EQP-01
PART-A01,Roughness,2025/01/15 18:00,0.7521,VendorJP,L060,ENG1,EQP-02
PART-A01,Roughness,2025/01/01 00:00,0.8614,VendorKR,L001,ENG2,EQP-01
PART-A01,Roughness,2025/01/01 06:00,0.7886,VendorKR,L002,ENG1,EQP-03
PART-A01,Roughness,2025/01/01 12:00,0.8532,VendorKR,L003,ENG1,EQP-03
PART-A01,Roughness,2025/01/01 18:00,0.8259,VendorKR,L004,ENG1,EQP-04
PART-A01,Roughness,2025/01/02 00:00,0.8522,VendorKR,L005,ENG1,EQP-02
PART-A01,Roughness,2025/01/02 06:00,0.7965,VendorKR,L006,ENG3,EQP-02
PART-A01,Roughness,2025/01/02 12:00,0.8562,VendorKR,L007,ENG2,EQP-03
PART-A01,Roughness,2025/01/02 18:00,0.8868,VendorKR,L008,ENG2,EQP-04
PART-A01,Roughness,2025/01/03 00:00,0.7305,VendorKR,L009,ENG3,EQP-01
PART-A01,Roughness,2025/01/03 06:00,0.7726,VendorKR,L010,ENG2,EQP-02
PART-A01,Roughness,2025/01/03 12:00,0.8297,VendorKR,L011,ENG1,EQP-01
PART-A01,Roughness,2025/01/03 18:00,0.8166,VendorKR,L012,ENG1,EQP-02
PART-A01,Roughness,2025/01/04 00:00,0.8676,VendorKR,L013,ENG3,EQP-02
PART-A01,Roughness,2025/01/04 06:00,0.8522,VendorKR,L014,ENG3,EQP-01
PART-A01,Roughness,2025/01/04 12:00,0.8845,VendorKR,L015,ENG1,EQP-03
PART-A01,Roughness,2025/01/04 18:00,0.7667,VendorKR,L016,ENG3,EQP-01
PART-A01,Roughness,2025/01/05 00:00,0.7953,VendorKR,L017,ENG1,EQP-04
PART-A01,Roughness,2025/01/05 06:00,0.8071,VendorKR,L018,ENG1,EQP-04
PART-A01,Roughness,2025/01/05 12:00,0.6862,VendorKR,L019,ENG1,EQP-02
PART-A01,Roughness,2025/01/05 18:00,0.7987,VendorKR,L020,ENG1,EQP-03
PART-A01,Roughness,2025/01/06 00:00,0.7938,VendorKR,L021,ENG2,EQP-01
PART-A01,Roughness,2025/01/06 06:00,0.8664,VendorKR,L022,ENG2,EQP-02
PART-A01,Roughness,2025/01/06 12:00,0.8379,VendorKR,L023,ENG3,EQP-04
PART-A01,Roughness,2025/01/06 18:00,0.8872,VendorKR,L024,ENG3,EQP-04
PART-A01,Roughness,2025/01/07 00:00,0.79,VendorKR,L025,ENG2,EQP-04
PART-A01,Roughness,2025/01/07 06:00,0.8932,VendorKR,L026,ENG3,EQP-02
PART-A01,Roughness,2025/01/07 12:00,0.7953,VendorKR,L027,ENG3,EQP-02
PART-A01,Roughness,2025/01/07 18:00,0.8113,VendorKR,L028,ENG2,EQP-03
PART-A01,Roughness,2025/01/08 00:00,0.7835,VendorKR,L029,ENG3,EQP-01
PART-A01,Roughness,2025/01/08 06:00,0.7227,VendorKR,L030,ENG2,EQP-03
PART-A01,Roughness,2025/01/08 12:00,0.8316,VendorKR,L031,ENG3,EQP-02
PART-A01,Roughness,2025/01/08 18:00,0.7425,VendorKR,L032,ENG1,EQP-02
PART-A01,Roughness,2025/01/09 00:00,0.8266,VendorKR,L033,ENG3,EQP-03
PART-A01,Roughness,2025/01/09 06:00,0.85,VendorKR,L034,ENG1,EQP-02
PART-A01,Roughness,2025/01/09 12:00,0.7341,VendorKR,L035,ENG1,EQP-03
PART-A01,Roughness,2025/01/09 18:00,0.8404,VendorKR,L036,ENG1,EQP-01
PART-A01,Roughness,2025/01/10 00:00,0.8832,VendorKR,L037,ENG1,EQP-04
PART-A01,Roughness,2025/01/10 06:00,0.8012,VendorKR,L038,ENG3,EQP-03
PART-A01,Roughness,2025/01/10 12:00,0.8134,VendorKR,L039,ENG1,EQP-02
PART-A01,Roughness,2025/01/10 18:00,0.8445,VendorKR,L040,ENG1,EQP-02
PART-A01,Roughness,2025/01/11 00:00,0.7753,VendorKR,L041,ENG3,EQP-03
PART-A01,Roughness,2025/01/11 06:00,0.825,VendorKR,L042,ENG2,EQP-01
PART-A01,Roughness,2025/01/11 12:00,0.7937,VendorKR,L043,ENG3,EQP-03
PART-A01,Roughness,2025/01/11 18:00,0.8441,VendorKR,L044,ENG2,EQP-04
PART-A01,Roughness,2025/01/12 00:00,0.873,VendorKR,L045,ENG3,EQP-01
PART-A01,Roughness,2025/01/12 06:00,0.7763,VendorKR,L046,ENG1,EQP-03
PART-A01,Roughness,2025/01/12 12:00,0.8174,VendorKR,L047,ENG3,EQP-04
PART-A01,Roughness,2025/01/12 18:00,0.7823,VendorKR,L048,ENG1,EQP-02
PART-A01,Roughness,2025/01/13 00:00,0.7634,VendorKR,L049,ENG3,EQP-03
PART-A01,Roughness,2025/01/13 06:00,0.7949,VendorKR,L050,ENG1,EQP-03
PART-A01,Roughness,2025/01/13 12:00,0.8911,VendorKR,L051,ENG3,EQP-04
PART-A01,Roughness,2025/01/13 18:00,0.8571,VendorKR,L052,ENG2,EQP-03
PART-A01,Roughness,2025/01/14 00:00,0.7576,VendorKR,L053,ENG2,EQP-02
PART-A01,Roughness,2025/01/14 06:00,0.8042,VendorKR,L054,ENG2,EQP-03
PART-A01,Roughness,2025/01/14 12:00,0.7789,VendorKR,L055,ENG2,EQP-03
PART-A01,Roughness,2025/01/14 18:00,0.8003,VendorKR,L056,ENG1,EQP-02
PART-A01,Roughness,2025/01/15 00:00,0.8352,VendorKR,L057,ENG3,EQP-02
PART-A01,Roughness,2025/01/15 06:00,0.7358,VendorKR,L058,ENG3,EQP-04
PART-A01,Roughness,2025/01/15 12:00,0.852,VendorKR,L059,ENG3,EQP-03
PART-A01,Roughness,2025/01/15 18:00,0.8552,VendorKR,L060,ENG2,EQP-03
