GroupName,ChartName,point_time,point_val,Matching,Lot No,Inspector,Equipment
PART-B01,Thickness,2025/01/08 12:00,123.4799,VendorKR,L031,ENG3,EQP-03
PART-B01,Thickness,2025/01/08 18:00,122.9981,VendorKR,L032,ENG1,EQP-04
PART-B01,Thickness,2025/01/09 00:00,122.6113,VendorKR,L033,ENG3,EQP-02
PART-B01,Thickness,2025/01/09 06:00,116.5335,VendorKR,L034,ENG2,EQP-03
PART-B01,Thickness,2025/01/09 12:00,121.5311,VendorKR,L035,ENG3,EQP-03
PART-B01,Thickness,2025/01/09 18:00,124.1722,VendorKR,L036,ENG2,EQP-01
PART-B01,Thickness,2025/01/10 00:00,122.5164,VendorKR,L037,ENG3,EQP-04
PART-B01,Thickness,2025/01/10 06:00,123.2608,VendorKR,L038,ENG3,EQP-03
PART-B01,Thickness,2025/01/10 12:00,118.8002,VendorKR,L039,ENG2,EQP-03
PART-B01,Thickness,2025/01/10 18:00,116.0309,VendorKR,L040,ENG3,EQP-04
PART-B01,Thickness,2025/01/11 00:00,123.3642,VendorKR,L041,ENG3,EQP-04
PART-B01,Thickness,2025/01/11 06:00,119.9058,VendorKR,L042,ENG1,EQP-01
PART-B01,Thickness,2025/01/11 12:00,125.5401,VendorKR,L043,ENG3,EQP-02
PART-B01,Thickness,2025/01/11 18:00,122.162,VendorKR,L044,ENG1,EQP-01
PART-B01,Thickness,2025/01/12 00:00,118.6369,VendorKR,L045,ENG2,EQP-02
PART-B01,Thickness,2025/01/12 06:00,116.7293,VendorKR,L046,ENG3,EQP-04
PART-B01,Thickness,2025/01/12 12:00,126.5628,VendorKR,L047,ENG3,EQP-02
PART-B01,Thickness,2025/01/12 18:00,121.2904,VendorKR,L048,ENG3,EQP-04
PART-B01,Thickness,2025/01/13 00:00,121.6168,VendorKR,L049,ENG2,EQP-04
PART-B01,Thickness,2025/01/13 06:00,116.8351,VendorKR,L050,ENG2,EQP-02
PART-B01,Thickness,2025/01/13 12:00,118.1878,VendorKR,L051,ENG3,EQP-03
PART-B01,Thickness,2025/01/13 18:00,120.072,VendorKR,L052,ENG2,EQP-03
PART-B01,Thickness,2025/01/14 00:00,119.7375,VendorKR,L053,ENG3,EQP-01
PART-B01,Thickness,2025/01/14 06:00,119.4097,VendorKR,L054,ENG3,EQP-04
PART-B01,Thickness,2025/01/14 12:00,121.2375,VendorKR,L055,ENG1,EQP-03
PART-B01,Thickness,2025/01/14 18:00,124.6396,VendorKR,L056,ENG3,EQP-01
PART-B01,Thickness,2025/01/15 00:00,123.3629,VendorKR,L057,ENG3,EQP-03
PART-B01,Thickness,2025/01/15 06:00,120.382,VendorKR,L058,ENG2,EQP-02
PART-B01,Thickness,2025/01/15 12:00,118.056,VendorKR,L059,ENG3,EQP-01
PART-B01,Thickness,2025/01/15 18:00,121.9426,VendorKR,L060,ENG3,EQP-04
