GroupName,ChartName,point_time,point_val,Matching,Lot No,Inspector,Equipment
PART-A02,Hardness,2025/01/07 06:00,55.1408,VendorTW,L026,ENG1,EQP-02
PART-A02,Hardness,2025/01/07 12:00,54.7944,VendorTW,L027,ENG3,EQP-04
PART-A02,Hardness,2025/01/07 18:00,53.2783,VendorTW,L028,ENG1,EQP-03
PART-A02,Hardness,2025/01/08 00:00,56.4052,VendorTW,L029,ENG1,EQP-04
PART-A02,Hardness,2025/01/08 06:00,54.511,VendorTW,L030,ENG2,EQP-04
PART-A02,Hardness,2025/01/08 12:00,55.9536,VendorTW,L031,ENG2,EQP-03
PART-A02,Hardness,2025/01/08 18:00,50.8974,VendorTW,L032,ENG3,EQP-02
PART-A02,Hardness,2025/01/09 00:00,56.6472,VendorTW,L033,ENG2,EQP-04
PART-A02,Hardness,2025/01/09 06:00,57.3586,VendorTW,L034,ENG3,EQP-02
PART-A02,Hardness,2025/01/09 12:00,55.5461,VendorTW,L035,ENG3,EQP-02
PART-A02,Hardness,2025/01/09 18:00,53.8396,VendorTW,L036,ENG1,EQP-01
PART-A02,Hardness,2025/01/10 00:00,51.9473,VendorTW,L037,ENG2,EQP-01
PART-A02,Hardness,2025/01/10 06:00,54.5496,VendorTW,L038,ENG2,EQP-04
PART-A02,Hardness,2025/01/10 12:00,51.4731,VendorTW,L039,ENG1,EQP-02
PART-A02,Hardness,2025/01/10 18:00,52.811,VendorTW,L040,ENG3,EQP-01
PART-A02,Hardness,2025/01/11 00:00,56.4414,VendorTW,L041,ENG2,EQP-03
PART-A02,Hardness,2025/01/11 06:00,55.8459,VendorTW,L042,ENG3,EQP-01
PART-A02,Hardness,2025/01/11 12:00,54.7313,VendorTW,L043,ENG1,EQP-01
PART-A02,Hardness,2025/01/11 18:00,54.8464,VendorTW,L044,ENG2,EQP-01
PART-A02,Hardness,2025/01/12 00:00,54.6602,VendorTW,L045,ENG1,EQP-04
PART-A02,Hardness,2025/01/12 06:00,52.8087,VendorTW,L046,ENG2,EQP-04
PART-A02,Hardness,2025/01/12 12:00,52.0729,VendorTW,L047,ENG1,EQP-03
PART-A02,Hardness,2025/01/12 18:00,48.4794,VendorTW,L048,ENG2,EQP-03
PART-A02,Hardness,2025/01/13 00:00,55.5067,VendorTW,L049,ENG3,EQP-01
PART-A02,Hardness,2025/01/13 06:00,55.507,VendorTW,L050,ENG3,EQP-02
PART-A02,Hardness,2025/01/13 12:00,53.5225,VendorTW,L051,ENG1,EQP-02
PART-A02,Hardness,2025/01/13 18:00,57.0624,VendorTW,L052,ENG1,EQP-03
PART-A02,Hardness,2025/01/14 00:00,56.0946,VendorTW,L053,ENG2,EQP-03
PART-A02,Hardness,2025/01/14 06:00,55.2834,VendorTW,L054,ENG1,EQP-02
PART-A02,Hardness,2025/01/14 12:00,55.1769,VendorTW,L055,ENG3,EQP-03
PART-A02,Hardness,2025/01/14 18:00,59.1804,VendorTW,L056,ENG1,EQP-04
PART-A02,Hardness,2025/01/15 00:00,56.3546,VendorTW,L057,ENG2,EQP-04
PART-A02,Hardness,2025/01/15 06:00,54.6974,VendorTW,L058,ENG1,EQP-03
PART-A02,Hardness,2025/01/15 12:00,53.96,VendorTW,L059,ENG2,EQP-01
PART-A02,Hardness,2025/01/15 18:00,56.2133,VendorTW,L060,ENG1,EQP-03
PART-A02,Hardness,2025/01/01 00:00,53.9347,VendorJP,L001,ENG2,EQP-01
PART-A02,Hardness,2025/01/01 06:00,55.2409,VendorJP,L002,ENG1,EQP-01
PART-A02,Hardness,2025/01/01 12:00,55.6168,VendorJP,L003,ENG2,EQP-02
PART-A02,Hardness,2025/01/01 18:00,52.483,VendorJP,L004,ENG3,EQP-01
PART-A02,Hardness,2025/01/02 00:00,57.1479,VendorJP,L005,ENG1,EQP-02
PART-A02,Hardness,2025/01/02 06:00,58.0734,VendorJP,L006,ENG1,EQP-01
PART-A02,Hardness,2025/01/02 12:00,53.459,VendorJP,L007,ENG2,EQP-03
PART-A02,Hardness,2025/01/02 18:00,54.5814,VendorJP,L008,ENG3,EQP-03
PART-A02,Hardness,2025/01/03 00:00,54.9613,VendorJP,L009,ENG1,EQP-01
PART-A02,Hardness,2025/01/03 06:00,56.4554,VendorJP,L010,ENG2,EQP-01
PART-A02,Hardness,2025/01/03 12:00,57.1811,VendorJP,L011,ENG3,EQP-04
PART-A02,Hardness,2025/01/03 18:00,55.2601,VendorJP,L012,ENG2,EQP-04
PART-A02,Hardness,2025/01/04 00:00,53.8397,VendorJP,L013,ENG2,EQP-01
PART-A02,Hardness,2025/01/04 06:00,54.99,VendorJP,L014,ENG2,EQP-02
PART-A02,Hardness,2025/01/04 12:00,54.7037,VendorJP,L015,ENG2,EQP-03
PART-A02,Hardness,2025/01/04 18:00,52.3242,VendorJP,L016,ENG3,EQP-03
PART-A02,Hardness,2025/01/05 00:00,53.7147,VendorJP,L017,ENG2,EQP-03
PART-A02,Hardness,2025/01/05 06:00,53.6944,VendorJP,L018,ENG1,EQP-03
PART-A02,Hardness,2025/01/05 12:00,55.6187,VendorJP,L019,ENG3,EQP-03
PART-A02,Hardness,2025/01/05 18:00,53.9456,VendorJP,L020,ENG2,EQP-04
PART-A02,Hardness,2025/01/06 00:00,53.7299,VendorJP,L021,ENG2,EQP-02
PART-A02,Hardness,2025/01/06 06:00,55.9943,VendorJP,L022,ENG2,EQP-01
PART-A02,Hardness,2025/01/06 12:00,54.4935,VendorJP,L023,ENG3,EQP-01
PART-A02,Hardness,2025/01/06 18:00,53.9313,VendorJP,L024,ENG3,EQP-01
PART-A02,Hardness,2025/01/07 00:00,54.1368,VendorJP,L025,ENG3,EQP-01
PART-A02,Hardness,2025/01/07 06:00,56.9005,VendorJP,L026,ENG2,EQP-01
PART-A02,Hardness,2025/01/07 12:00,58.4208,VendorJP,L027,ENG1,EQP-04
PART-A02,Hardness,2025/01/07 18:00,54.2214,VendorJP,L028,ENG3,EQP-01
PART-A02,Hardness,2025/01/08 00:00,55.8999,VendorJP,L029,ENG3,EQP-03
PART-A02,Hardness,2025/01/08 06:00,57.2579,VendorJP,L030,ENG2,EQP-01
PART-A02,Hardness,2025/01/08 12:00,54.5848,VendorJP,L031,ENG2,EQP-03
PART-A02,Hardness,2025/01/08 18:00,53.7502,VendorJP,L032,ENG1,EQP-02
PART-A02,Hardness,2025/01/09 00:00,51.7555,VendorJP,L033,ENG2,EQP-04
PART-A02,Hardness,2025/01/09 06:00,54.6054,VendorJP,L034,ENG3,EQP-03
PART-A02,Hardness,2025/01/09 12:00,54.7314,VendorJP,L035,ENG2,EQP-04
PART-A02,Hardness,2025/01/09 18:00,53.7985,VendorJP,L036,ENG2,EQP-03
PART-A02,Hardness,2025/01/10 00:00,54.6077,VendorJP,L037,ENG2,EQP-04
PART-A02,Hardness,2025/01/10 06:00,54.6138,VendorJP,L038,ENG1,EQP-01
PART-A02,Hardness,2025/01/10 12:00,56.4334,VendorJP,L039,ENG3,EQP-02
PART-A02,Hardness,2025/01/10 18:00,57.9825,VendorJP,L040,ENG1,EQP-03
PART-A02,Hardness,2025/01/11 00:00,56.2827,VendorJP,L041,ENG2,EQP-04
PART-A02,Hardness,2025/01/11 06:00,57.0637,VendorJP,L042,ENG2,EQP-04
PART-A02,Hardness,2025/01/11 12:00,57.2395,VendorJP,L043,ENG2,EQP-01
PART-A02,Hardness,2025/01/11 18:00,55.0705,VendorJP,L044,ENG2,EQP-01
PART-A02,Hardness,2025/01/12 00:00,59.1095,VendorJP,L045,ENG1,EQP-01
PART-A02,Hardness,2025/01/12 06:00,57.7693,VendorJP,L046,ENG2,EQP-03
PART-A02,Hardness,2025/01/12 12:00,55.332,VendorJP,L047,ENG3,EQP-03
PART-A02,Hardness,2025/01/12 18:00,55.3033,VendorJP,L048,ENG1,EQP-01
PART-A02,Hardness,2025/01/13 00:00,57.0922,VendorJP,L049,ENG3,EQP-04
PART-A02,Hardness,2025/01/13 06:00,55.046,VendorJP,L050,ENG2,EQP-01
PART-A02,Hardness,2025/01/13 12:00,56.6778,VendorJP,L051,ENG1,EQP-04
PART-A02,Hardness,2025/01/13 18:00,53.826,VendorJP,L052,ENG3,EQP-01
PART-A02,Hardness,2025/01/14 00:00,54.7326,VendorJP,L053,ENG1,EQP-01
PART-A02,Hardness,2025/01/14 06:00,55.5889,VendorJP,L054,ENG1,EQP-01
PART-A02,Hardness,2025/01/14 12:00,56.7568,VendorJP,L055,ENG2,EQP-02
PART-A02,Hardness,2025/01/14 18:00,57.5697,VendorJP,L056,ENG3,EQP-02
PART-A02,Hardness,2025/01/15 00:00,51.3212,VendorJP,L057,ENG1,EQP-01
PART-A02,Hardness,2025/01/15 06:00,58.0676,VendorJP,L058,ENG3,EQP-03
PART-A02,Hardness,2025/01/15 12:00,57.7597,VendorJP,L059,ENG1,EQP-02
PART-A02,Hardness,2025/01/15 18:00,57.9089,VendorJP,L060,ENG1,EQP-02
PART-A02,Hardness,2025/01/01 00:00,54.7299,VendorKR,L001,ENG3,EQP-03
PART-A02,Hardness,2025/01/01 06:00,56.2815,VendorKR,L002,ENG3,EQP-04
PART-A02,Hardness,2025/01/01 12:00,58.4438,VendorKR,L003,ENG2,EQP-01
PART-A02,Hardness,2025/01/01 18:00,56.1692,VendorKR,L004,ENG3,EQP-01
PART-A02,Hardness,2025/01/02 00:00,55.4425,VendorKR,L005,ENG3,EQP-01
PART-A02,Hardness,2025/01/02 06:00,53.132,VendorKR,L006,ENG2,EQP-02
PART-A02,Hardness,2025/01/02 12:00,55.8422,VendorKR,L007,ENG3,EQP-02
PART-A02,Hardness,2025/01/02 18:00,57.4878,VendorKR,L008,ENG2,EQP-03
PART-A02,Hardness,2025/01/03 00:00,53.7651,VendorKR,L009,ENG2,EQP-02
PART-A02,Hardness,2025/01/03 06:00,58.641,VendorKR,L010,ENG1,EQP-02
PART-A02,Hardness,2025/01/03 12:00,54.6367,VendorKR,L011,ENG1,EQP-04
PART-A02,Hardness,2025/01/03 18:00,58.3485,VendorKR,L012,ENG2,EQP-03
PART-A02,Hardness,2025/01/04 00:00,60.8874,VendorKR,L013,ENG2,EQP-02
PART-A02,Hardness,2025/01/04 06:00,53.9935,VendorKR,L014,ENG2,EQP-01
PART-A02,Hardness,2025/01/04 12:00,54.9843,VendorKR,L015,ENG3,EQP-03
PART-A02,Hardness,2025/01/04 18:00,54.1819,VendorKR,L016,ENG1,EQP-01
PART-A02,Hardness,2025/01/05 00:00,60.6606,VendorKR,L017,ENG2,EQP-04
PART-A02,Hardness,2025/01/05 06:00,56.9312,VendorKR,L018,ENG3,EQP-02
PART-A02,Hardness,2025/01/05 12:00,53.1015,VendorKR,L019,ENG2,EQP-03
PART-A02,Hardness,2025/01/05 18:00,54.3708,VendorKR,L020,ENG1,EQP-04
PART-A02,Hardness,2025/01/06 00:00,58.1972,VendorKR,L021,ENG1,EQP-04
PART-A02,Hardness,2025/01/06 06:00,57.4203,VendorKR,L022,ENG2,EQP-03
PART-A02,Hardness,2025/01/06 12:00,53.3016,VendorKR,L023,ENG3,EQP-02
PART-A02,Hardness,2025/01/06 18:00,56.5793,VendorKR,L024,ENG3,EQP-02
PART-A02,Hardness,2025/01/07 00:00,54.1181,VendorKR,L025,ENG2,EQP-04
PART-A02,Hardness,2025/01/07 06:00,54.0095,VendorKR,L026,ENG1,EQP-03
PART-A02,Hardness,2025/01/07 12:00,54.2358,VendorKR,L027,ENG2,EQP-02
PART-A02,Hardness,2025/01/07 18:00,58.7559,VendorKR,L028,ENG1,EQP-02
PART-A02,Hardness,2025/01/08 00:00,55.3725,VendorKR,L029,ENG2,EQP-03
PART-A02,Hardness,2025/01/08 06:00,58.5383,VendorKR,L030,ENG1,EQP-04
PART-A02,Hardness,2025/01/08 12:00,55.7897,VendorKR,L031,ENG3,EQP-02
PART-A02,Hardness,2025/01/08 18:00,58.09,VendorKR,L032,ENG3,EQP-04
PART-A02,Hardness,2025/01/09 00:00,61.2184,VendorKR,L033,ENG1,EQP-02
PART-A02,Hardness,2025/01/09 06:00,56.2328,VendorKR,L034,ENG1,EQP-01
PART-A02,Hardness,2025/01/09 12:00,56.7824,VendorKR,L035,ENG3,EQP-02
PART-A02,Hardness,2025/01/09 18:00,55.2108,VendorKR,L036,ENG2,EQP-02
PART-A02,Hardness,2025/01/10 00:00,55.5402,VendorKR,L037,ENG1,EQP-02
PART-A02,Hardness,2025/01/10 06:00,55.825,VendorKR,L038,ENG1,EQP-01
PART-A02,Hardness,2025/01/10 12:00,58.2483,VendorKR,L039,ENG2,EQP-01
PART-A02,Hardness,2025/01/10 18:00,55.4982,VendorKR,L040,ENG2,EQP-03
PART-A02,Hardness,2025/01/11 00:00,56.3668,VendorKR,L041,ENG1,EQP-04
PART-A02,Hardness,2025/01/11 06:00,55.4004,VendorKR,L042,ENG2,EQP-04
PART-A02,Hardness,2025/01/11 12:00,55.4239,VendorKR,L043,ENG1,EQP-04
PART-A02,Hardness,2025/01/11 18:00,52.8128,VendorKR,L044,ENG3,EQP-04
PART-A02,Hardness,2025/01/12 00:00,55.6703,VendorKR,L045,ENG1,EQP-04
PART-A02,Hardness,2025/01/12 06:00,54.8813,VendorKR,L046,ENG2,EQP-03
PART-A02,Hardness,2025/01/12 12:00,55.5229,VendorKR,L047,ENG1,EQP-02
PART-A02,Hardness,2025/01/12 18:00,55.1774,VendorKR,L048,ENG3,EQP-01
PART-A02,Hardness,2025/01/13 00:00,55.4628,VendorKR,L049,ENG2,EQP-04
PART-A02,Hardness,2025/01/13 06:00,52.411,VendorKR,L050,ENG1,EQP-01
PART-A02,Hardness,2025/01/13 12:00,58.7557,VendorKR,L051,ENG1,EQP-03
PART-A02,Hardness,2025/01/13 18:00,54.8645,VendorKR,L052,ENG2,EQP-03
PART-A02,Hardness,2025/01/14 00:00,55.4303,VendorKR,L053,ENG2,EQP-04
PART-A02,Hardness,2025/01/14 06:00,56.6284,VendorKR,L054,ENG3,EQP-02
PART-A02,Hardness,2025/01/14 12:00,54.3736,VendorKR,L055,ENG2,EQP-03
PART-A02,Hardness,2025/01/14 18:00,56.5458,VendorKR,L056,ENG2,EQP-03
PART-A02,Hardness,2025/01/15 00:00,55.2898,VendorKR,L057,ENG3,EQP-02
PART-A02,Hardness,2025/01/15 06:00,52.0,VendorKR,L058,ENG3,EQP-02
PART-A02,Hardness,2025/01/15 12:00,54.5841,VendorKR,L059,ENG1,EQP-02
PART-A02,Hardness,2025/01/15 18:00,55.0541,VendorKR,L060,ENG2,EQP-01
